transaction_id,amount,timestamp,user_id,user_comment,category
40,29.004542129269918,2026-02-05T01:03:28.787353,59,Comment 39,B
41,6.507611697722432,2026-02-05T00:03:28.787354,87,Comment 40,C
42,34.177361406707504,2026-02-04T23:03:28.787355,93,Comment 41,B
43,1.7496860721739542,2026-02-04T22:03:28.787356,82,Comment 42,C
44,120.02114436965118,2026-02-04T21:03:28.787358,95,Comment 43,B
45,14.972888842034305,2026-02-04T20:03:28.787359,94,Comment 44,C
46,54.31278992824902,2026-02-04T19:03:28.787360,39,Comment 45,C
47,18.677329082881183,2026-02-04T18:03:28.787362,99,Comment 46,B
48,36.70554479546143,2026-02-04T17:03:28.787363,18,Comment 47,A
49,39.561189899089875,2026-02-04T16:03:28.787364,59,Comment 48,B
50,10.219429975395288,2026-02-04T15:03:28.787365,17,Comment 49,C
51,174.64035663681133,2026-02-04T14:03:28.787367,14,Comment 50,A
52,74.61226885690704,2026-02-04T13:03:28.787368,31,Comment 51,B
53,140.25472096457912,2026-02-04T12:03:28.787369,24,Comment 52,B
54,112.60759987670983,2026-02-04T11:03:28.787371,99,Comment 53,B
55,45.55272061916375,2026-02-04T10:03:28.787372,60,Comment 54,A
56,127.47176896347025,2026-02-04T09:03:28.787373,45,Comment 55,C
57,4.6327729476557815,2026-02-04T08:03:28.787374,98,Comment 56,B
58,10.906734731563372,2026-02-04T07:03:28.787376,3,Comment 57,B
59,2.314098284341598,2026-02-04T06:03:28.787377,37,Comment 58,B
60,19.67660434015434,2026-02-04T05:03:28.787378,43,Comment 59,B
61,24.60651458971093,2026-02-04T04:03:28.787379,40,Comment 60,B
62,15.828022160441286,2026-02-04T03:03:28.787380,90,Comment 61,C
63,88.22789326204669,2026-02-04T02:03:28.787382,55,Comment 62,C
64,22.061349976493506,2026-02-04T01:03:28.787383,87,Comment 63,B
65,16.49014200671246,2026-02-04T00:03:28.787384,39,Comment 64,A
66,39.1203541603873,2026-02-03T23:03:28.787386,15,Comment 65,C
67,7.594907391031443,2026-02-03T22:03:28.787387,4,Comment 66,A
68,81.02417978873656,2026-02-03T21:03:28.787388,93,Comment 67,C
69,3.8737934405654504,2026-02-03T20:03:28.787390,86,Comment 68,B
70,216.70731697936597,2026-02-03T19:03:28.787391,25,Comment 69,C
71,73.97418881207557,2026-02-03T18:03:28.787392,13,Comment 70,B
72,11.076972025294298,2026-02-03T17:03:28.787394,82,Comment 71,C
73,0.2768710187967737,2026-02-03T16:03:28.787395,33,Comment 72,B
74,84.4948388743063,2026-02-03T15:03:28.787396,16,Comment 73,B
75,61.35479536935223,2026-02-03T14:03:28.787397,42,Comment 74,B
76,65.28314543939995,2026-02-03T13:03:28.787399,66,Comment 75,B
77,73.76072630217567,2026-02-03T12:03:28.787400,55,Comment 76,A
78,3.8464632756898176,2026-02-03T11:03:28.787402,99,Comment 77,B
79,22.194633620811626,2026-02-03T10:03:28.787403,42,Comment 78,A
80,6.157505230222482,2026-02-03T09:03:28.787404,34,Comment 79,A
81,99.42647858291113,2026-02-03T08:03:28.787405,30,Comment 80,B
82,48.815059585618705,2026-02-03T07:03:28.787407,13,Comment 81,A
83,20.09094006256505,2026-02-03T06:03:28.787408,13,Comment 82,C
84,3.2834032902391446,2026-02-03T05:03:28.787409,18,Comment 83,B
85,18.624417520517685,2026-02-03T04:03:28.787410,32,Comment 84,A
86,19.665710659206567,2026-02-03T03:03:28.787411,96,Comment 85,B
87,65.39378919788705,2026-02-03T02:03:28.787413,99,Comment 86,B
88,50.744467946301,2026-02-03T01:03:28.787414,39,Comment 87,B
89,109.11259562007574,2026-02-03T00:03:28.787415,46,Comment 88,A
90,31.95330666881549,2026-02-02T23:03:28.787416,29,Comment 89,C
91,6.368619680775095,2026-02-02T22:03:28.787418,62,Comment 90,C
92,62.45631721582997,2026-02-02T21:03:28.787419,93,Comment 91,A
93,71.5196376538432,2026-02-02T20:03:28.787420,62,Comment 92,B
94,41.19437474429144,2026-02-02T19:03:28.787422,57,Comment 93,A
95,73.69449833606822,2026-02-02T18:03:28.787423,16,Comment 94,A
96,34.0407365755139,2026-02-02T17:03:28.787424,56,Comment 95,A
97,36.98394193886335,2026-02-02T16:03:28.787425,10,Comment 96,B
98,27.890709695421368,2026-02-02T15:03:28.787427,30,Comment 97,A
99,1.2873886995056865,2026-02-02T14:03:28.787428,25,Comment 98,B
100,5.708371759593292,2026-02-02T13:03:28.787429,84,Comment 99,A
101,1.5966840646526912,2026-02-02T12:03:28.787430,5,Comment 100,C
102,50.58647754637747,2026-02-02T11:03:28.787432,65,Comment 101,A
103,18.869835439754993,2026-02-02T10:03:28.787433,94,Comment 102,A
104,35.52185885670951,2026-02-02T09:03:28.787434,49,Comment 103,C
105,119.06327649229877,2026-02-02T08:03:28.787435,3,Comment 104,B
106,14.336941149164916,2026-02-02T07:03:28.787436,45,Comment 105,B
107,26.41409874413363,2026-02-02T06:03:28.787438,14,Comment 106,A
108,70.43745737692917,2026-02-02T05:03:28.787439,30,Comment 107,C
109,12.990257845869701,2026-02-02T04:03:28.787440,68,Comment 108,B
110,4.0052139275088185,2026-02-02T03:03:28.787442,18,Comment 109,A
111,17.107015194352854,2026-02-02T02:03:28.787443,62,Comment 110,C
112,8.790417925003142,2026-02-02T01:03:28.787444,37,Comment 111,B
113,132.74750429403124,2026-02-02T00:03:28.787446,25,Comment 112,B
114,82.54435402422847,2026-02-01T23:03:28.787447,48,Comment 113,C
115,50.174709526026554,2026-02-01T22:03:28.787448,65,Comment 114,C
116,102.57598652604065,2026-02-01T21:03:28.787449,53,Comment 115,C
117,81.39844703702782,2026-02-01T20:03:28.787451,79,Comment 116,C
118,10.324773817931954,2026-02-01T19:03:28.787452,73,Comment 117,A
119,111.54067026177805,2026-02-01T18:03:28.787453,15,Comment 118,C
120,38.7549950983086,2026-02-01T17:03:28.787454,49,Comment 119,B
121,82.36741456517831,2026-02-01T16:03:28.787456,88,Comment 120,B
122,113.21213246431157,2026-02-01T15:03:28.787457,68,Comment 121,A
123,19.136535820915924,2026-02-01T14:03:28.787458,12,Comment 122,B
124,5.829608006192542,2026-02-01T13:03:28.787460,59,Comment 123,B
125,12.934337306969068,2026-02-01T12:03:28.787461,37,Comment 124,C
126,27.85288463743072,2026-02-01T11:03:28.787462,61,Comment 125,B
127,85.19148633194725,2026-02-01T10:03:28.787463,43,Comment 126,A
128,98.56724859399166,2026-02-01T09:03:28.787464,70,Comment 127,C
129,0.34882045908253234,2026-02-01T08:03:28.787466,39,Comment 128,C
130,35.74380796692779,2026-02-01T07:03:28.787467,56,Comment 129,A
131,27.013666045933565,2026-02-01T06:03:28.787468,63,Comment 130,C
132,12.558366913791225,2026-02-01T05:03:28.787470,46,Comment 131,C
133,6.3840195772823405,2026-02-01T04:03:28.787471,88,Comment 132,A
134,20.595428993121622,2026-02-01T03:03:28.787472,11,Comment 133,C
135,143.15605613455747,2026-02-01T02:03:28.787473,62,Comment 134,A
136,19.51919014407372,2026-02-01T01:03:28.787475,77,Comment 135,A
137,36.5726402880076,2026-02-01T00:03:28.787476,98,Comment 136,B
138,60.70434884404274,2026-01-31T23:03:28.787477,25,Comment 137,B
139,22.598724948348117,2026-01-31T22:03:28.787478,71,Comment 138,C
140,178.38990691458497,2026-01-31T21:03:28.787480,52,Comment 139,C
141,164.1004932270699,2026-01-31T20:03:28.787481,4,Comment 140,A
142,14.503064749610264,2026-01-31T19:03:28.787482,59,Comment 141,C
143,34.382963923192364,2026-01-31T18:03:28.787483,72,Comment 142,A
144,17.89652300395234,2026-01-31T17:03:28.787484,20,Comment 143,A
145,16.762483819054086,2026-01-31T16:03:28.787486,93,Comment 144,C
146,1.8792238882761265,2026-01-31T15:03:28.787487,63,Comment 145,A
147,47.02460354912966,2026-01-31T14:03:28.787488,54,Comment 146,B
148,34.925981641481926,2026-01-31T13:03:28.787489,74,Comment 147,C
149,2.642554369019624,2026-01-31T12:03:28.787490,98,Comment 148,B
150,16.331296050518468,2026-01-31T11:03:28.787492,57,Comment 149,C
151,119.44304755446701,2026-01-31T10:03:28.787493,90,Comment 150,A
152,13.693027607103852,2026-01-31T09:03:28.787494,41,Comment 151,C
153,7.8265430492734875,2026-01-31T08:03:28.787495,3,Comment 152,B
154,33.613605473681815,2026-01-31T07:03:28.787497,6,Comment 153,A
155,212.20184913076298,2026-01-31T06:03:28.787498,5,Comment 154,C
156,13.85724067798631,2026-01-31T05:03:28.787499,5,Comment 155,C
157,55.75775051486467,2026-01-31T04:03:28.787500,54,Comment 156,C
158,71.69438131197315,2026-01-31T03:03:28.787501,47,Comment 157,B
159,13.566658616790289,2026-01-31T02:03:28.787503,87,Comment 158,B
160,65.1374464246158,2026-01-31T01:03:28.787504,49,Comment 159,C
161,22.9261399632152,2026-01-31T00:03:28.787505,9,Comment 160,A
162,50.02518738658856,2026-01-30T23:03:28.787506,99,Comment 161,A
163,50.19189135688191,2026-01-30T22:03:28.787508,20,Comment 162,B
164,38.36926249761744,2026-01-30T21:03:28.787509,61,Comment 163,A
165,4.7314579405810475,2026-01-30T20:03:28.787510,35,Comment 164,B
166,90.18223971231485,2026-01-30T19:03:28.787511,50,Comment 165,C
167,19.34051468336983,2026-01-30T18:03:28.787512,82,Comment 166,B
168,10.321605330377826,2026-01-30T17:03:28.787514,62,Comment 167,B
169,2.0814879897172602,2026-01-30T16:03:28.787515,17,Comment 168,C
170,44.68892022972917,2026-01-30T15:03:28.787516,88,Comment 169,A
171,56.592586713367446,2026-01-30T14:03:28.787517,3,Comment 170,B
172,0.836347377923531,2026-01-30T13:03:28.787519,32,Comment 171,B
173,35.88152922747442,2026-01-30T12:03:28.787520,99,Comment 172,C
174,12.841207352747883,2026-01-30T11:03:28.787521,13,Comment 173,A
175,51.806217077384595,2026-01-30T10:03:28.787522,89,Comment 174,B
176,9.580211126956687,2026-01-30T09:03:28.787524,73,Comment 175,C
177,58.71062637838595,2026-01-30T08:03:28.787525,68,Comment 176,B
178,24.44793504905509,2026-01-30T07:03:28.787526,14,Comment 177,C
179,138.01719089021535,2026-01-30T06:03:28.787527,98,Comment 178,A
180,7.3972206719639475,2026-01-30T05:03:28.787528,11,Comment 179,A
181,20.856621699758588,2026-01-30T04:03:28.787530,56,Comment 180,A
182,6.022214251849821,2026-01-30T03:03:28.787531,67,Comment 181,A
183,129.30951985753617,2026-01-30T02:03:28.787532,92,Comment 182,B
184,104.9166853580497,2026-01-30T01:03:28.787533,29,Comment 183,B
185,14.916368503074445,2026-01-30T00:03:28.787534,9,Comment 184,A
186,53.93813695219573,2026-01-29T23:03:28.787536,67,Comment 185,A
187,84.97420363196106,2026-01-29T22:03:28.787537,25,Comment 186,A
188,40.506618034325406,2026-01-29T21:03:28.787538,98,Comment 187,B
189,37.713970509697305,2026-01-29T20:03:28.787539,76,Comment 188,A
190,13.843852271895157,2026-01-29T19:03:28.787541,42,Comment 189,A
191,4.886307023747037,2026-01-29T18:03:28.787542,9,Comment 190,A
192,113.75616125972614,2026-01-29T17:03:28.787543,79,Comment 191,C
193,115.33872138242134,2026-01-29T16:03:28.787544,40,Comment 192,A
194,50.13349597414424,2026-01-29T15:03:28.787545,25,Comment 193,C
195,20.702325490566196,2026-01-29T14:03:28.787547,5,Comment 194,C
196,21.478380790582197,2026-01-29T13:03:28.787548,11,Comment 195,A
197,64.7232714863559,2026-01-29T12:03:28.787549,59,Comment 196,C
198,113.70486745536262,2026-01-29T11:03:28.787550,98,Comment 197,A
199,109.05662846983066,2026-01-29T10:03:28.787552,88,Comment 198,B
200,75.67810959654516,2026-01-29T09:03:28.787553,79,Comment 199,B
201,51.36553467838525,2026-01-29T08:03:28.787554,38,Comment 200,B
202,4.394586309804203,2026-01-29T07:03:28.787555,72,Comment 201,B
203,8.814710734170575,2026-01-29T06:03:28.787557,5,Comment 202,C
204,114.41152500887529,2026-01-29T05:03:28.787558,48,Comment 203,A
205,46.624697348279476,2026-01-29T04:03:28.787559,90,Comment 204,A
206,0.46198028054972046,2026-01-29T03:03:28.787560,18,Comment 205,A
207,5.349845071797466,2026-01-29T02:03:28.787561,70,Comment 206,B
208,54.45811936451205,2026-01-29T01:03:28.787563,37,Comment 207,B
209,0.25372185258985014,2026-01-29T00:03:28.787564,60,Comment 208,A
210,8.765790805209953,2026-01-28T23:03:28.787565,48,Comment 209,B
211,39.78489230694658,2026-01-28T22:03:28.787566,77,Comment 210,A
212,58.86576433274063,2026-01-28T21:03:28.787568,28,Comment 211,A
213,52.77207410676243,2026-01-28T20:03:28.787569,69,Comment 212,A
214,12.697493365401225,2026-01-28T19:03:28.787570,77,Comment 213,A
215,62.27086444492694,2026-01-28T18:03:28.787571,81,Comment 214,A
216,13.541187952640296,2026-01-28T17:03:28.787573,40,Comment 215,A
217,19.681745445904223,2026-01-28T16:03:28.787574,45,Comment 216,A
218,68.61787758328953,2026-01-28T15:03:28.787575,96,Comment 217,B
219,52.43869071513841,2026-01-28T14:03:28.787576,62,Comment 218,A
220,94.59780387317005,2026-01-28T13:03:28.787577,93,Comment 219,A
221,53.590664408488124,2026-01-28T12:03:28.787579,58,Comment 220,B
222,42.00221527936287,2026-01-28T11:03:28.787580,67,Comment 221,B
223,4.917853072420524,2026-01-28T10:03:28.787581,56,Comment 222,B
224,22.920815360351003,2026-01-28T09:03:28.787583,40,Comment 223,A
225,15.408007392941558,2026-01-28T08:03:28.787584,98,Comment 224,C
226,13.985010183121064,2026-01-28T07:03:28.787585,40,Comment 225,C
227,180.61547030814629,2026-01-28T06:03:28.787586,91,Comment 226,B
228,24.969374852001188,2026-01-28T05:03:28.787588,77,Comment 227,C
229,111.30276056242614,2026-01-28T04:03:28.787589,33,Comment 228,B
230,49.86671928682416,2026-01-28T03:03:28.787590,6,Comment 229,A
231,79.19126263441999,2026-01-28T02:03:28.787591,88,Comment 230,C
232,34.921766219438524,2026-01-28T01:03:28.787592,19,Comment 231,A
233,43.00779513207925,2026-01-28T00:03:28.787593,80,Comment 232,C
234,33.914671667084676,2026-01-27T23:03:28.787595,40,Comment 233,A
235,10.860744766261925,2026-01-27T22:03:28.787596,92,Comment 234,C
236,64.0880901532902,2026-01-27T21:03:28.787597,97,Comment 235,A
237,16.478868418313148,2026-01-27T20:03:28.787598,59,Comment 236,A
238,1.2308240540344306,2026-01-27T19:03:28.787600,59,Comment 237,C
239,51.848439314763695,2026-01-27T18:03:28.787601,48,Comment 238,A
240,9.746678511241134,2026-01-27T17:03:28.787604,41,Comment 239,A
241,141.05415736366515,2026-01-27T16:03:28.787606,13,Comment 240,A
242,153.87812063940117,2026-01-27T15:03:28.787607,45,Comment 241,C
243,123.17549423169207,2026-01-27T14:03:28.787608,89,Comment 242,C
244,23.114369824868337,2026-01-27T13:03:28.787609,53,Comment 243,A
245,0.7788657685972191,2026-01-27T12:03:28.787610,42,Comment 244,A
246,131.7761728665945,2026-01-27T11:03:28.787612,63,Comment 245,C
247,27.946913852653065,2026-01-27T10:03:28.787613,27,Comment 246,C
248,170.0421008061028,2026-01-27T09:03:28.787614,38,Comment 247,A
249,165.68677380651027,2026-01-27T08:03:28.787615,60,Comment 248,A
250,95.86935085897095,2026-01-27T07:03:28.787616,7,Comment 249,A
251,17.438803408608013,2026-01-27T06:03:28.787618,5,Comment 250,B
252,24.31459660493468,2026-01-27T05:03:28.787619,45,Comment 251,C
253,95.23633262390399,2026-01-27T04:03:28.787620,58,Comment 252,B
254,19.057311571535855,2026-01-27T03:03:28.787621,31,Comment 253,C
255,9.28593081478774,2026-01-27T02:03:28.787622,23,Comment 254,C
256,40.68684960301139,2026-01-27T01:03:28.787623,42,Comment 255,C
257,137.5646735403521,2026-01-27T00:03:28.787625,10,Comment 256,C
258,59.541279887896856,2026-01-26T23:03:28.787626,32,Comment 257,C
259,42.205616821782776,2026-01-26T22:03:28.787627,53,Comment 258,C
260,5.111409867466144,2026-01-26T21:03:28.787628,30,Comment 259,C
261,47.726535775885885,2026-01-26T20:03:28.787630,39,Comment 260,B
262,230.52848739231587,2026-01-26T19:03:28.787631,31,Comment 261,A
263,7.546029332113208,2026-01-26T18:03:28.787632,82,Comment 262,A
264,36.524766249075185,2026-01-26T17:03:28.787633,2,Comment 263,B
265,104.93043189503972,2026-01-26T16:03:28.787635,78,Comment 264,B
266,67.5017124176835,2026-01-26T15:03:28.787636,77,Comment 265,B
267,59.70372126508365,2026-01-26T14:03:28.787637,93,Comment 266,B
268,60.61437781122449,2026-01-26T13:03:28.787638,12,Comment 267,C
269,22.274617115747457,2026-01-26T12:03:28.787639,39,Comment 268,A
270,17.37810421335476,2026-01-26T11:03:28.787641,66,Comment 269,C
271,82.86872536298561,2026-01-26T10:03:28.787642,96,Comment 270,A
272,83.06640995435144,2026-01-26T09:03:28.787643,13,Comment 271,A
273,100.89750236839575,2026-01-26T08:03:28.787644,46,Comment 272,B
274,122.23079809183182,2026-01-26T07:03:28.787645,27,Comment 273,C
275,35.80466184664519,2026-01-26T06:03:28.787647,17,Comment 274,B
276,34.809218877559964,2026-01-26T05:03:28.787648,95,Comment 275,C
277,80.04749661542438,2026-01-26T04:03:28.787649,98,Comment 276,A
278,52.48595374439001,2026-01-26T03:03:28.787650,60,Comment 277,B
279,60.52753242557585,2026-01-26T02:03:28.787651,64,Comment 278,B
280,79.43097374771024,2026-01-26T01:03:28.787653,88,Comment 279,A
281,110.36617381733835,2026-01-26T00:03:28.787654,35,Comment 280,A
282,20.62412035688271,2026-01-25T23:03:28.787655,70,Comment 281,A
283,23.546839436377816,2026-01-25T22:03:28.787656,83,Comment 282,B
284,4.934801959368028,2026-01-25T21:03:28.787657,30,Comment 283,C
285,43.170701330471736,2026-01-25T20:03:28.787659,71,Comment 284,B
286,1.83020521054285,2026-01-25T19:03:28.787660,74,Comment 285,C
287,31.33034740910548,2026-01-25T18:03:28.787661,96,Comment 286,B
288,39.1147292843563,2026-01-25T17:03:28.787662,98,Comment 287,B
289,16.881533015726124,2026-01-25T16:03:28.787663,63,Comment 288,A
290,44.68162650730876,2026-01-25T15:03:28.787665,28,Comment 289,C
291,1.5487531050737273,2026-01-25T14:03:28.787666,60,Comment 290,B
292,1.903174964139469,2026-01-25T13:03:28.787667,79,Comment 291,B
293,86.46756847690679,2026-01-25T12:03:28.787668,94,Comment 292,A
294,22.329251210387234,2026-01-25T11:03:28.787669,37,Comment 293,A
295,6.7944520648713995,2026-01-25T10:03:28.787670,93,Comment 294,C
296,36.93267941395078,2026-01-25T09:03:28.787672,22,Comment 295,B
297,73.48239702228676,2026-01-25T08:03:28.787673,68,Comment 296,C
298,12.155900171495167,2026-01-25T07:03:28.787674,20,Comment 297,B
299,48.760980932824644,2026-01-25T06:03:28.787675,96,Comment 298,C
300,4.460551449494864,2026-01-25T05:03:28.787676,68,Comment 299,A
301,2.6532547955154704,2026-01-25T04:03:28.787678,91,Comment 300,B
302,37.89544703127605,2026-01-25T03:03:28.787679,64,Comment 301,C
303,38.89552213473711,2026-01-25T02:03:28.787680,17,Comment 302,A
304,50.7268724102308,2026-01-25T01:03:28.787681,12,Comment 303,A
305,64.74802814583421,2026-01-25T00:03:28.787682,22,Comment 304,C
306,186.17785043499964,2026-01-24T23:03:28.787683,17,Comment 305,B
307,36.31455596151781,2026-01-24T22:03:28.787685,10,Comment 306,B
308,19.50098570529894,2026-01-24T21:03:28.787686,65,Comment 307,A
309,79.28269898663432,2026-01-24T20:03:28.787687,22,Comment 308,B
310,15.792573271806864,2026-01-24T19:03:28.787689,90,Comment 309,B
311,28.899171563665067,2026-01-24T18:03:28.787690,82,Comment 310,B
312,4.085258429183495,2026-01-24T17:03:28.787691,50,Comment 311,A
313,1.2838804770737189,2026-01-24T16:03:28.787692,14,Comment 312,C
314,164.3689961634301,2026-01-24T15:03:28.787693,64,Comment 313,B
315,90.38838210575312,2026-01-24T14:03:28.787695,47,Comment 314,A
316,59.53213663996708,2026-01-24T13:03:28.787696,29,Comment 315,A
317,26.292982223257095,2026-01-24T12:03:28.787697,76,Comment 316,C
318,9.515326807105437,2026-01-24T11:03:28.787698,36,Comment 317,B
319,8.506037078642708,2026-01-24T10:03:28.787699,99,Comment 318,B
320,14.40029945632918,2026-01-24T09:03:28.787701,52,Comment 319,C
321,39.83953241566573,2026-01-24T08:03:28.787702,76,Comment 320,C
322,62.692464388838786,2026-01-24T07:03:28.787703,7,Comment 321,A
323,53.969517484839926,2026-01-24T06:03:28.787704,29,Comment 322,A
324,16.420613069449796,2026-01-24T05:03:28.787705,11,Comment 323,C
325,154.90517492781532,2026-01-24T04:03:28.787707,33,Comment 324,B
326,66.95087024376132,2026-01-24T03:03:28.787708,6,Comment 325,A
327,40.411524096566566,2026-01-24T02:03:28.787709,79,Comment 326,A
328,47.30152360187175,2026-01-24T01:03:28.787710,32,Comment 327,B
329,27.20189327660257,2026-01-24T00:03:28.787711,51,Comment 328,A
330,14.233064613703176,2026-01-23T23:03:28.787713,75,Comment 329,B
331,22.00070646615562,2026-01-23T22:03:28.787714,58,Comment 330,B
332,70.90909238783566,2026-01-23T21:03:28.787715,87,Comment 331,B
333,0.7249039860402138,2026-01-23T20:03:28.787716,26,Comment 332,C
334,6.169019611998802,2026-01-23T19:03:28.787717,98,Comment 333,C
335,2.3547188476260263,2026-01-23T18:03:28.787719,46,Comment 334,C
336,2.0790725958646212,2026-01-23T17:03:28.787720,98,Comment 335,B
337,96.71015168078293,2026-01-23T16:03:28.787721,29,Comment 336,B
338,60.812030585034414,2026-01-23T15:03:28.787722,4,Comment 337,C
339,32.13922972064462,2026-01-23T14:03:28.787723,81,Comment 338,A
340,5.147845922390663,2026-01-23T13:03:28.787725,99,Comment 339,B
341,33.82589828986166,2026-01-23T12:03:28.787726,13,Comment 340,A
342,32.07251660471856,2026-01-23T11:03:28.787727,39,Comment 341,A
343,9.509735640011248,2026-01-23T10:03:28.787728,15,Comment 342,B
344,28.444956565116193,2026-01-23T09:03:28.787729,29,Comment 343,B
345,25.416830729160345,2026-01-23T08:03:28.787731,29,Comment 344,A
346,47.836121645656725,2026-01-23T07:03:28.787732,75,Comment 345,A
347,50.405726802045606,2026-01-23T06:03:28.787733,32,Comment 346,C
348,2.3181162010267364,2026-01-23T05:03:28.787734,2,Comment 347,C
349,23.469200232753078,2026-01-23T04:03:28.787735,47,Comment 348,B
350,49.15624973913643,2026-01-23T03:03:28.787737,78,Comment 349,C
351,34.97197263038949,2026-01-23T02:03:28.787738,84,Comment 350,C
352,97.06747265877193,2026-01-23T01:03:28.787739,22,Comment 351,C
353,53.74873820274989,2026-01-23T00:03:28.787740,75,Comment 352,C
354,8.892643438365367,2026-01-22T23:03:28.787741,27,Comment 353,A
355,3.659121812812042,2026-01-22T22:03:28.787743,67,Comment 354,B
356,51.41970735544456,2026-01-22T21:03:28.787744,81,Comment 355,C
357,1.3434536333697213,2026-01-22T20:03:28.787745,56,Comment 356,A
358,44.067368890364534,2026-01-22T19:03:28.787746,92,Comment 357,A
359,140.8627727693576,2026-01-22T18:03:28.787748,93,Comment 358,A
360,42.83912227887722,2026-01-22T17:03:28.787749,21,Comment 359,C
361,24.56503461119536,2026-01-22T16:03:28.787750,47,Comment 360,C
362,51.541357892249096,2026-01-22T15:03:28.787751,80,Comment 361,B
363,30.647798702554564,2026-01-22T14:03:28.787752,59,Comment 362,C
364,39.44071802881601,2026-01-22T13:03:28.787754,84,Comment 363,C
365,141.90635731164997,2026-01-22T12:03:28.787755,6,Comment 364,A
366,24.396376367509358,2026-01-22T11:03:28.787756,19,Comment 365,B
367,162.4545930753377,2026-01-22T10:03:28.787757,57,Comment 366,C
368,117.87880918849596,2026-01-22T09:03:28.787758,69,Comment 367,C
369,10.8948130470225,2026-01-22T08:03:28.787759,3,Comment 368,A
370,3.594207765157851,2026-01-22T07:03:28.787761,1,Comment 369,A
371,5.311266774081511,2026-01-22T06:03:28.787762,58,Comment 370,C
372,0.9194943923616852,2026-01-22T05:03:28.787763,38,Comment 371,B
373,4.960250582787707,2026-01-22T04:03:28.787764,15,Comment 372,B
374,57.44374362885836,2026-01-22T03:03:28.787765,34,Comment 373,A
375,3.692481347321351,2026-01-22T02:03:28.787767,61,Comment 374,A
376,19.207859414743425,2026-01-22T01:03:28.787768,35,Comment 375,C
377,93.17630200486386,2026-01-22T00:03:28.787769,64,Comment 376,A
378,1.1773501590355755,2026-01-21T23:03:28.787770,25,Comment 377,C
379,84.22652530929793,2026-01-21T22:03:28.787771,24,Comment 378,B
380,16.554173341981475,2026-01-21T21:03:28.787772,12,Comment 379,B
381,6.287505991455382,2026-01-21T20:03:28.787774,18,Comment 380,C
382,59.65777042199567,2026-01-21T19:03:28.787775,15,Comment 381,A
383,49.56995882166101,2026-01-21T18:03:28.787776,80,Comment 382,B
384,104.97079070434734,2026-01-21T17:03:28.787777,27,Comment 383,A
385,66.41467893822002,2026-01-21T16:03:28.787778,72,Comment 384,B
386,81.34979029969891,2026-01-21T15:03:28.787780,60,Comment 385,C
